course_id,student_id,gradebook_item,item_position,gradebook_type,gradebook_date,grade_category,status,points_earned,points_attempted,points_possible,last_access_date
OcnA-S116-01,44638,Unit 3 Project,27,N,36:25.8,Hw,NA,27.75,0,30,57:21:00
OcnA-S116-01,44638,Unit 3 Test,28,N,09:02.3,Qz,NA,13,0,15,57:21:00
FrScA-S216-01,47448,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,N,24:23.8,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,0-1.2: Intro Assignment - DB #1,11,N,49:14.6,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,0-1.3: Intro Assignment - Submitting Files,12,N,09:21.1,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,1-1.1: Lesson 1-1 Graphic Organizer,13,N,38:37.8,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,1-2.1: Explore a Career Assignment,14,N,14:54.6,Hw,NA,12,0,12,05:10:00
FrScA-S216-01,47448,1-2.2: Explore a Career DB #2,15,N,16:02.4,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,PROGRESS CHECK 1 @ 02-18-16,16,P,NULL,NA,NA,37,37,37,05:10:00
FrScA-S216-01,47448,1-2.3: Lesson 1-2 Graphic Organizer,17,N,02:51.5,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,Unit 1 Assessment,18,N,34:14.2,Qz,NA,18,0,20,05:10:00
FrScA-S216-01,47448,2-1.1: Crime Scene DB #3,19,N,58:19.4,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,2-2.1: Evidence Collection DB #4,20,N,01:57.8,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,2-3.1: Hair Analysis Lab,21,N,56:50.8,Hw,NA,10,0,10,05:10:00
FrScA-S216-01,47448,2-3: Discussion,22,N,25:23.8,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,Unit 2 Assessment,23,N,03:20.0,Qz,NA,20,0,28,05:10:00
FrScA-S216-01,47448,3-1.1: BrainPop Periodic Table of the Elements,24,N,53:31.5,NA,NA,5,0,5,05:10:00
FrScA-S216-01,47448,3-1.2: Periodic Table of the Elements Lab,25,N,28:04.4,Hw,NA,10,0,10,05:10:00
FrScA-S216-01,47448,3-2.1: pH Analysis Lab,26,N,11:47.0,Hw,NA,10,0,10,05:10:00
FrScA-S216-01,47448,3-3.1: Drug Analysis and Toxicology DB #5,27,N,21:50.1,Hw,NA,5,0,5,05:10:00
FrScA-S216-01,47448,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,NA,NA,135,145,145,05:10:00
FrScA-S216-01,47448,3-4.1: A Very Cold Case DB #6,29,N,09:38.2,Hw,NA,5,0,5,05:10:00
OcnA-S216-01,47979,Course Contract,10,N,38:38.6,Hw,NA,0,0,0,30:05:00
OcnA-S216-01,47979,0.1 Message Your Instructor,11,N,42:27.2,Hw,NA,5,0,5,30:05:00
OcnA-S216-01,47979,0.2 Introduce Yourself,12,N,56:31.9,Hw,NA,4,0,5,30:05:00
OcnA-S216-01,47979,0.3: Intro Assignment - Submitting Files,13,N,30:28.0,Hw,NA,4.5,0,5,30:05:00
OcnA-S216-01,47979,1.1 Quiz,14,N,49:55.4,Qz,NA,5,0,5,30:05:00
OcnA-S216-01,47979,1.2 Effect of Environment Gizmo,15,N,52:16.0,Hw,NA,8.5,0,10,30:05:00
OcnA-S216-01,47979,1.2 - 1.3 Quiz,16,N,01:59.7,Qz,NA,4,0,5,30:05:00
OcnA-S216-01,47979,Unit 1 Project,17,N,52:38.9,Hw,NA,23.7,0,30,30:05:00
OcnA-S216-01,47979,Unit 1 Test,18,N,50:28.7,Qz,NA,14,0,15,30:05:00
OcnA-S216-01,47979,2.1 Significant Events,19,N,57:56.1,Hw,NA,7.9,0,10,30:05:00
OcnA-S216-01,47979,2.2 Ocean Mapping Gizmo,20,N,49:59.7,Hw,NA,7.5,0,10,30:05:00
OcnA-S216-01,47979,PROGRESS CHECK 1 @ 02-18-16,21,P,NULL,NA,NA,84.1,100,100,30:05:00
OcnA-S216-01,47979,2.1 - 2.3 Quiz,22,N,04:54.2,Qz,NA,3,0,5,30:05:00
OcnA-S216-01,47979,2.4 - 2.5 Quiz,23,N,57:24.2,Qz,NA,5,0,5,30:05:00
OcnA-S216-01,47979,Unit 2 Project,24,N,08:56.2,Hw,NA,28.88,0,30,30:05:00
OcnA-S216-01,47979,Unit 2 Test,25,N,44:20.7,Qz,NA,14,0,15,30:05:00
OcnA-S216-01,47979,3.1 Big Bang Theory Discussion,26,N,59:02.5,Hw,NA,6,0,10,30:05:00
OcnA-S216-01,47979,3.1 - 3.2 Quiz,27,N,08:26.6,Qz,NA,3,0,5,30:05:00
OcnA-S216-01,47979,3.3 Quiz,28,N,40:34.2,Qz,NA,4,0,5,30:05:00
OcnA-S216-01,47979,Unit 3 Project,29,N,46:09.7,Hw,NA,14.25,0,30,30:05:00
PhysA-S116-01,48797,1.1 Scientific Question,6,N,50:58.5,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,1.2 Future Careers in the Fields of Physics,7,N,08:27.4,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,1.3 Scientific Measurements,8,N,34:17.6,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,1.3 Quiz,9,N,24:26.7,Qz,NA,16,0,20,08:20:00
PhysA-S116-01,48797,1.4 Quiz,10,N,00:05.9,Qz,NA,20,0,20,08:20:00
PhysA-S116-01,48797,1.5 Diameter and Circumference,11,N,49:30.1,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,Unit 1 Test,12,N,54:18.0,Qz,NA,47,0,50,08:20:00
PhysA-S116-01,48797,PROGRESS CHECK 1 @ 10-02-15,13,P,NULL,NA,NA,123,130,130,08:20:00
PhysA-S116-01,48797,2.1 Quiz,14,N,02:49.4,Qz,NA,20,0,20,08:20:00
PhysA-S116-01,48797,2.2 Motion Diagram,15,N,21:59.6,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,2.3 Acceleration Argument,16,N,03:44.2,Hw,NA,60,0,60,08:20:00
PhysA-S116-01,48797,2.4 How Fast Can You Throw Up?,17,N,17:24.5,Hw,NA,20,0,20,08:20:00
PhysA-S116-01,48797,2.5 Quiz,18,N,24:49.1,Qz,NA,20,0,20,08:20:00
PhysA-S116-01,48797,2.6 Measuring Speed with a Ruler,19,N,35:42.8,Hw,NA,20,0,20,08:20:00
PhysA-S116-01,48797,Unit 2 Test,20,N,47:12.9,Qz,NA,45,0,55,08:20:00
PhysA-S116-01,48797,3.1 Friction,21,N,51:13.3,Hw,NA,8.65,0,10,08:20:00
PhysA-S116-01,48797,PROGRESS CHECK 2 @ 10-28-15,22,P,NULL,NA,NA,326.65,345,345,08:20:00
PhysA-S116-01,48797,3.2 Free Body Diagrams,23,N,16:12.7,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,3.3 Lab Activity - Fan Cart Physics,24,N,07:30.1,Hw,NA,10,0,10,08:20:00
PhysA-S116-01,48797,3.4 Real-Life Free Fall - Lab,25,N,34:16.8,Hw,NA,10,0,10,08:20:00
FrScA-S216-03,51943,0-1.1: Intro Assignment - Send a Message to Your Instructor,8,N,46:40.9,Hw,NA,5,0,5,57:37:00
FrScA-S216-03,51943,0-1.2: Intro Assignment - DB #1,9,N,55:15.6,Hw,NA,3,0,5,57:37:00
FrScA-S216-03,51943,0-1.3: Intro Assignment - Submitting Files,10,N,05:03.5,Hw,NA,5,0,5,57:37:00
FrScA-S216-03,51943,1-1.1: Lesson 1-1 Graphic Organizer,11,N,20:31.6,Hw,NA,0,0,5,57:37:00
FrScA-S216-03,51943,1-2.1: Explore a Career Assignment,12,N,56:33.4,Hw,NA,0,0,12,57:37:00
FrScA-S216-03,51943,1-2.2: Explore a Career DB #2,13,N,11:57.2,Hw,NA,0,0,5,57:37:00
FrScA-S216-03,51943,PROGRESS CHECK 1 @ 02-18-16,14,P,NULL,NA,NA,13,37,37,57:37:00
FrScA-S216-03,51943,1-2.3: Lesson 1-2 Graphic Organizer,15,N,NULL,Hw,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,Unit 1 Assessment,16,N,NULL,Qz,NA,NA,0,20,57:37:00
FrScA-S216-03,51943,2-1.1: Crime Scene DB #3,17,N,NULL,Hw,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,2-2.1: Evidence Collection DB #4,18,N,NULL,Hw,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,2-3.1: Hair Analysis Lab,19,N,NULL,Hw,NA,NA,0,10,57:37:00
FrScA-S216-03,51943,Unit 2 Assessment,20,N,NULL,Qz,NA,NA,0,28,57:37:00
FrScA-S216-03,51943,3-1.1: BrainPop Periodic Table of the Elements,21,N,NULL,NA,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,3-1.2: Periodic Table of the Elements Lab,22,N,NULL,Hw,NA,NA,0,10,57:37:00
FrScA-S216-03,51943,3-2.1: pH Analysis Lab,23,N,NULL,Hw,NA,NA,0,10,57:37:00
FrScA-S216-03,51943,3-3.1: Drug Analysis and Toxicology DB #5,24,N,NULL,Hw,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,PROGRESS CHECK 2 @ 03-16-16,25,P,NULL,NA,NA,13,140,140,57:37:00
FrScA-S216-03,51943,3-4.1: A Very Cold Case DB #6,26,N,NULL,Hw,NA,NA,0,5,57:37:00
FrScA-S216-03,51943,3-4.2: Mystery Powder Lab,27,N,NULL,Hw,NA,NA,0,10,57:37:00
AnPhA-S216-01,52326,0.1: Message Your Instructor,6,N,23:24.7,NA,NA,5,0,5,04:26:00
AnPhA-S216-01,52326,0.2: Intro Assignment - Discussion Board,7,N,19:47.2,Hw,NA,5,0,5,04:26:00
AnPhA-S216-01,52326,0.3: Intro Assignment - Submitting Files,8,N,24:22.3,Hw,NA,5,0,5,04:26:00
AnPhA-S216-01,52326,1.1: Quiz,9,N,34:03.4,Qz,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,1.2: Quiz,10,N,09:59.8,Qz,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,1.3: Create a Living Creature,11,N,10:15.3,Hw,NA,9.25,0,10,04:26:00
AnPhA-S216-01,52326,1.3: Create a Living Creature - Discussion Board,12,N,16:51.5,Hw,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,1.4: Negative Feedback Loop Flowchart,13,N,03:29.9,Hw,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,1.5: Quiz,14,N,13:36.8,Qz,NA,8.5,0,10,04:26:00
AnPhA-S216-01,52326,Unit 1 Assessment: Pickle Autopsy Lab,15,N,45:33.0,Hw,NA,26.25,0,30,04:26:00
AnPhA-S216-01,52326,PROGRESS CHECK 1 @ 02-19-16,16,P,NULL,NA,NA,99,105,105,04:26:00
AnPhA-S216-01,52326,2.1: Types of Membranes,17,N,37:52.4,Hw,NA,9,0,10,04:26:00
AnPhA-S216-01,52326,2.2 - 2.3: Quiz,18,N,39:35.5,Qz,NA,8,0,10,04:26:00
AnPhA-S216-01,52326,2.4 - 2.5 Quiz,19,N,52:45.0,Qz,NA,8,0,10,04:26:00
AnPhA-S216-01,52326,2.6: Quiz,20,N,44:32.7,Qz,NA,8,0,10,04:26:00
AnPhA-S216-01,52326,Unit 2 Assessment: Test,21,N,16:17.0,Qz,NA,24,0,30,04:26:00
AnPhA-S216-01,52326,3.1: Models of the Integumentary System,22,N,27:20.2,Hw,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,3.2 - 3.3: Quiz,23,N,10:10.8,Qz,NA,7,0,10,04:26:00
AnPhA-S216-01,52326,3.4: Skin Twin - Discussion Board,24,N,33:24.7,Hw,NA,10,0,10,04:26:00
AnPhA-S216-01,52326,Unit 3 Assessment: UV Exposure Lab,25,N,50:09.2,Hw,NA,27,0,30,04:26:00
PhysA-S116-01,52446,1.1 Scientific Question,6,N,09:27.5,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,1.2 Future Careers in the Fields of Physics,7,N,20:11.1,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,1.3 Scientific Measurements,8,N,45:22.0,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,1.3 Quiz,9,N,50:46.1,Qz,NA,20,0,20,35:36:00
PhysA-S116-01,52446,1.4 Quiz,10,N,41:10.2,Qz,NA,20,0,20,35:36:00
PhysA-S116-01,52446,1.5 Diameter and Circumference,11,N,12:18.9,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,Unit 1 Test,12,N,10:02.8,Qz,NA,50,0,50,35:36:00
PhysA-S116-01,52446,PROGRESS CHECK 1 @ 10-02-15,13,P,NULL,NA,NA,130,130,130,35:36:00
PhysA-S116-01,52446,2.1 Quiz,14,N,12:42.9,Qz,NA,20,0,20,35:36:00
PhysA-S116-01,52446,2.2 Motion Diagram,15,N,16:40.8,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,2.3 Acceleration Argument,16,N,20:44.7,Hw,NA,60,0,60,35:36:00
PhysA-S116-01,52446,2.4 How Fast Can You Throw Up?,17,N,03:49.4,Hw,NA,20,0,20,35:36:00
PhysA-S116-01,52446,2.5 Quiz,18,N,19:43.6,Qz,NA,20,0,20,35:36:00
PhysA-S116-01,52446,2.6 Measuring Speed with a Ruler,19,N,33:02.2,Hw,NA,20,0,20,35:36:00
PhysA-S116-01,52446,Unit 2 Test,20,N,09:15.1,Qz,NA,55,0,55,35:36:00
PhysA-S116-01,52446,3.1 Friction,21,N,50:13.5,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,PROGRESS CHECK 2 @ 10-28-15,22,P,NULL,NA,NA,345,345,345,35:36:00
PhysA-S116-01,52446,3.2 Free Body Diagrams,23,N,51:52.4,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,3.3 Lab Activity - Fan Cart Physics,24,N,21:18.3,Hw,NA,10,0,10,35:36:00
PhysA-S116-01,52446,3.4 Real-Life Free Fall - Lab,25,N,44:53.6,Hw,NA,10,0,10,35:36:00
FrScA-S116-01,53447,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,N,22:51.8,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,0-1.2: Intro Assignment - DB #1,11,N,11:16.1,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,0-1.3: Intro Assignment - Submitting Files,12,N,18:24.8,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,1-1.1: Lesson 1-1 Graphic Organizer,13,N,05:14.2,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,1-2.1: Explore a Career Assignment,14,N,00:00.5,Hw,NA,12,0,12,41:07:00
FrScA-S116-01,53447,1-2.2: Explore a Career DB #2,15,N,16:50.4,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,PROGRESS CHECK 1 @ 10-02-15,16,P,NULL,NA,NA,37,37,37,41:07:00
FrScA-S116-01,53447,1-2.3: Lesson 1-2 Graphic Organizer,17,N,40:56.0,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,Unit 1 Assessment,18,N,00:55.5,Qz,NA,20,0,20,41:07:00
FrScA-S116-01,53447,2-1.1: Crime Scene DB #3,19,N,56:40.6,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,2-2.1: Evidence Collection DB #4,20,N,13:41.1,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,2-3.1: Hair Analysis Lab,21,N,15:10.2,Hw,NA,10,0,10,41:07:00
FrScA-S116-01,53447,Unit 2 Assessment,22,N,28:30.0,Qz,NA,26,0,28,41:07:00
FrScA-S116-01,53447,3-1.1: BrainPop Periodic Table of the Elements,23,N,00:35.8,NA,NA,8,0,5,41:07:00
FrScA-S116-01,53447,3-1.2: Periodic Table of the Elements Lab,24,N,50:25.4,Hw,NA,10,0,10,41:07:00
FrScA-S116-01,53447,3-2.1: pH Analysis Lab,25,N,08:39.5,Hw,NA,10,0,10,41:07:00
FrScA-S116-01,53447,3-3.1: Drug Analysis and Toxicology DB #5,26,N,18:08.7,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,PROGRESS CHECK 2 @ 10-28-15,27,P,NULL,NA,NA,141,140,140,41:07:00
FrScA-S116-01,53447,3-4.1: A Very Cold Case DB #6,28,N,47:25.0,Hw,NA,5,0,5,41:07:00
FrScA-S116-01,53447,3-4.2: Mystery Powder Lab,29,N,52:04.1,Hw,NA,10,0,10,41:07:00
FrScA-S116-02,53475,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,0-1.2: Intro Assignment - DB #1,11,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,0-1.3: Intro Assignment - Submitting Files,12,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,1-1.1: Lesson 1-1 Graphic Organizer,13,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,1-2.1: Explore a Career Assignment,14,N,NULL,Hw,NA,NA,0,12,NA
FrScA-S116-02,53475,1-2.2: Explore a Career DB #2,15,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,PROGRESS CHECK 1 @ 10-02-15,16,P,NULL,NA,NA,NA,37,37,NA
FrScA-S116-02,53475,1-2.3: Lesson 1-2 Graphic Organizer,17,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,Unit 1 Assessment,18,N,NULL,Qz,NA,NA,0,20,NA
FrScA-S116-02,53475,2-1.1: Crime Scene DB #3,19,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,2-2.1: Evidence Collection DB #4,20,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,2-3.1: Hair Analysis Lab,21,N,NULL,Hw,NA,NA,0,10,NA
FrScA-S116-02,53475,Unit 2 Assessment,22,N,NULL,Qz,NA,NA,0,28,NA
FrScA-S116-02,53475,3-1.1: BrainPop Periodic Table of the Elements,23,N,NULL,NA,NA,NA,0,5,NA
FrScA-S116-02,53475,3-1.2: Periodic Table of the Elements Lab,24,N,NULL,Hw,NA,NA,0,10,NA
FrScA-S116-02,53475,3-2.1: pH Analysis Lab,25,N,NULL,Hw,NA,NA,0,10,NA
FrScA-S116-02,53475,3-3.1: Drug Analysis and Toxicology DB #5,26,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,PROGRESS CHECK 2 @ 10-28-15,27,P,NULL,NA,NA,NA,140,140,NA
FrScA-S116-02,53475,3-4.1: A Very Cold Case DB #6,28,N,NULL,Hw,NA,NA,0,5,NA
FrScA-S116-02,53475,3-4.2: Mystery Powder Lab,29,N,NULL,Hw,NA,NA,0,10,NA
FrScA-S216-01,53475,0-1.1: Intro Assignment - Send a Message to Your Instructor,10,N,27:13.6,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,0-1.2: Intro Assignment - DB #1,11,N,10:49.5,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,0-1.3: Intro Assignment - Submitting Files,12,N,21:00.0,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,1-1.1: Lesson 1-1 Graphic Organizer,13,N,34:32.2,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,1-2.1: Explore a Career Assignment,14,N,32:22.3,Hw,NA,12,0,12,35:24:00
FrScA-S216-01,53475,1-2.2: Explore a Career DB #2,15,N,40:21.2,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,PROGRESS CHECK 1 @ 02-18-16,16,P,NULL,NA,NA,37,37,37,35:24:00
FrScA-S216-01,53475,1-2.3: Lesson 1-2 Graphic Organizer,17,N,06:33.1,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,Unit 1 Assessment,18,N,19:18.5,Qz,NA,18,0,20,35:24:00
FrScA-S216-01,53475,2-1.1: Crime Scene DB #3,19,N,18:56.2,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,2-2.1: Evidence Collection DB #4,20,N,52:17.5,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,2-3.1: Hair Analysis Lab,21,N,NULL,Hw,NA,NA,0,10,35:24:00
FrScA-S216-01,53475,2-3: Discussion,22,N,23:54.4,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,Unit 2 Assessment,23,N,19:13.3,Qz,NA,20,0,28,35:24:00
FrScA-S216-01,53475,3-1.1: BrainPop Periodic Table of the Elements,24,N,32:33.4,NA,NA,5,0,5,35:24:00
FrScA-S216-01,53475,3-1.2: Periodic Table of the Elements Lab,25,N,49:32.4,Hw,NA,10,0,10,35:24:00
FrScA-S216-01,53475,3-2.1: pH Analysis Lab,26,N,40:08.4,Hw,NA,10,0,10,35:24:00
FrScA-S216-01,53475,3-3.1: Drug Analysis and Toxicology DB #5,27,N,59:56.3,Hw,NA,5,0,5,35:24:00
FrScA-S216-01,53475,PROGRESS CHECK 2 @ 03-16-16,28,P,NULL,NA,NA,125,145,145,35:24:00
FrScA-S216-01,53475,3-4.1: A Very Cold Case DB #6,29,N,36:11.4,Hw,NA,5,0,5,35:24:00
OcnA-S116-01,54066,0.1 Message Your Instructor,9,N,50:29.5,Hw,NA,5,0,5,10:40:00
OcnA-S116-01,54066,0.2 Introduce Yourself,10,N,26:47.0,Hw,NA,5,0,5,10:40:00
OcnA-S116-01,54066,0.3: Intro Assignment - Submitting Files,11,N,42:40.1,Hw,NA,5,0,5,10:40:00
OcnA-S116-01,54066,1.1 Quiz,12,N,51:52.5,Qz,NA,5,0,5,10:40:00
OcnA-S116-01,54066,1.2 Effect of Environment Gizmo,13,N,23:26.2,Hw,NA,9.5,0,10,10:40:00
OcnA-S116-01,54066,1.2 - 1.3 Quiz,14,N,06:06.3,Qz,NA,5,0,5,10:40:00
OcnA-S116-01,54066,Unit 1 Project,15,N,42:54.2,Hw,NA,30,0,30,10:40:00
OcnA-S116-01,54066,Unit 1 Test,16,N,17:16.6,Qz,NA,15,0,15,10:40:00
OcnA-S116-01,54066,PROGRESS CHECK 1 @ 10-02-15,17,P,NULL,NA,NA,79.5,80,80,10:40:00
OcnA-S116-01,54066,2.1 Significant Events,18,N,33:07.8,Hw,NA,10,0,10,10:40:00
OcnA-S116-01,54066,2.2 Ocean Mapping Gizmo,19,N,16:46.7,Hw,NA,10,0,10,10:40:00
OcnA-S116-01,54066,2.1 - 2.3 Quiz,20,N,51:22.3,Qz,NA,4,0,5,10:40:00
OcnA-S116-01,54066,2.4 - 2.5 Quiz,21,N,27:34.0,Qz,NA,5,0,5,10:40:00
OcnA-S116-01,54066,Unit 2 Project,22,N,31:44.5,Hw,NA,30,0,30,10:40:00
OcnA-S116-01,54066,Unit 2 Test,23,N,35:03.2,Qz,NA,15,0,15,10:40:00
OcnA-S116-01,54066,3.1 Big Bang Theory Discussion,24,N,18:04.0,Hw,NA,9.63,0,10,10:40:00
OcnA-S116-01,54066,3.1 - 3.2 Quiz,25,N,30:22.5,Qz,NA,5,0,5,10:40:00
OcnA-S116-01,54066,3.3 Quiz,26,N,39:40.3,Qz,NA,5,0,5,10:40:00
