student_id,course_id,gender,enrollment_reason,enrollment_status,subject,semester,section,int,uv,percomp,tv,sum_discussion_posts,sum_n_words,passing_grade,gradebook_item,item_position,gradebook_type,gradebook_date,grade_category,status,points_earned,points_attempted,points_possible,last_access_date
60186,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4.2,4.333333333333333,4.5,4.142857142857143,9,939,1,Unit 3 Assessment: UV Exposure Lab,28,N,31:01.6,Hw,NA,30,0,30,33:50:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,0.1: Message Your Instructor,9,N,22:45.9,NA,NA,5,0,5,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,0.2: Intro Assignment - Discussion Board,10,N,02:48.9,Hw,NA,5,0,5,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,0.3: Intro Assignment - Submitting Files,11,N,22:25.8,Hw,NA,5,0,5,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.1: Quiz,12,N,28:54.9,Qz,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.2: Quiz,13,N,34:45.3,Qz,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.3: Create a Living Creature,14,N,05:19.9,Hw,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.3: Create a Living Creature - Discussion Board,15,N,07:29.3,Hw,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.4: Negative Feedback Loop Flowchart,16,N,13:24.5,Hw,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,1.5: Quiz,17,N,09:07.2,Qz,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,Unit 1 Assessment: Pickle Autopsy Lab,18,N,59:30.2,Hw,NA,30,0,30,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,105,105,105,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,2.1: Types of Membranes,20,N,46:10.7,Hw,NA,9,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,2.2 - 2.3: Quiz,21,N,45:53.1,Qz,NA,9,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,2.4 - 2.5 Quiz,22,N,41:08.1,Qz,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,2.6: Quiz,23,N,22:47.7,Qz,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,Unit 2 Assessment: Test,24,N,41:39.2,Qz,NA,26,0,30,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,3.1: Models of the Integumentary System,25,N,07:44.3,Hw,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,3.2 - 3.3: Quiz,26,N,30:05.8,Qz,NA,8,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,3.4: Skin Twin - Discussion Board,27,N,57:09.9,Hw,NA,10,0,10,53:53:00
66693,AnPhA-S116-01,M,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,5,5,5,5,6,311,1,Unit 3 Assessment: UV Exposure Lab,28,N,05:58.0,Hw,NA,30,0,30,53:53:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,0.1: Message Your Instructor,9,N,23:41.6,NA,NA,5,0,5,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,0.2: Intro Assignment - Discussion Board,10,N,29:08.2,Hw,NA,5,0,5,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,0.3: Intro Assignment - Submitting Files,11,N,36:35.8,Hw,NA,5,0,5,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.1: Quiz,12,N,50:05.5,Qz,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.2: Quiz,13,N,16:07.2,Qz,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.3: Create a Living Creature,14,N,25:11.4,Hw,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.3: Create a Living Creature - Discussion Board,15,N,39:18.3,Hw,NA,5.5,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.4: Negative Feedback Loop Flowchart,16,N,06:45.9,Hw,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,1.5: Quiz,17,N,45:33.9,Qz,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,Unit 1 Assessment: Pickle Autopsy Lab,18,N,46:39.6,Hw,NA,30,0,30,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,100.5,105,105,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,2.1: Types of Membranes,20,N,49:16.6,Hw,NA,9,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,2.2 - 2.3: Quiz,21,N,31:16.5,Qz,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,2.4 - 2.5 Quiz,22,N,21:51.4,Qz,NA,7,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,2.6: Quiz,23,N,27:24.3,Qz,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,Unit 2 Assessment: Test,24,N,23:29.7,Qz,NA,29,0,30,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,3.1: Models of the Integumentary System,25,N,18:55.0,Hw,NA,10,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,3.2 - 3.3: Quiz,26,N,39:54.1,Qz,NA,9,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,3.4: Skin Twin - Discussion Board,27,N,41:38.2,Hw,NA,9.38,0,10,05:47:00
66811,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,NA,4,9,474,1,Unit 3 Assessment: UV Exposure Lab,28,N,19:34.1,Hw,NA,27,0,30,05:47:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,0.1: Message Your Instructor,9,N,14:34.8,NA,NA,5,0,5,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,0.2: Intro Assignment - Discussion Board,10,N,31:08.7,Hw,NA,5,0,5,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,0.3: Intro Assignment - Submitting Files,11,N,55:30.8,Hw,NA,5,0,5,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.1: Quiz,12,N,06:16.4,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.2: Quiz,13,N,48:46.9,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.3: Create a Living Creature,14,N,21:57.2,Hw,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.3: Create a Living Creature - Discussion Board,15,N,24:35.7,Hw,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.4: Negative Feedback Loop Flowchart,16,N,32:48.5,Hw,NA,6.75,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,1.5: Quiz,17,N,54:43.1,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,Unit 1 Assessment: Pickle Autopsy Lab,18,N,17:27.6,Hw,NA,27,0,30,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,98.75,105,105,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,2.1: Types of Membranes,20,N,51:58.7,Hw,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,2.2 - 2.3: Quiz,21,N,08:27.4,Qz,NA,9,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,2.4 - 2.5 Quiz,22,N,48:17.5,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,2.6: Quiz,23,N,01:34.6,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,Unit 2 Assessment: Test,24,N,32:51.4,Qz,NA,26,0,30,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,3.1: Models of the Integumentary System,25,N,05:44.6,Hw,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,3.2 - 3.3: Quiz,26,N,52:47.8,Qz,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,3.4: Skin Twin - Discussion Board,27,N,13:57.1,Hw,NA,10,0,10,15:26:00
70532,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,4.6,4.666666666666667,4,4.571428571428571,11,578,1,Unit 3 Assessment: UV Exposure Lab,28,N,00:51.7,Hw,NA,30,0,30,15:26:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,0.1: Message Your Instructor,9,N,11:34.0,NA,NA,5,0,5,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,0.2: Intro Assignment - Discussion Board,10,N,11:08.9,Hw,NA,5,0,5,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,0.3: Intro Assignment - Submitting Files,11,N,29:44.5,Hw,NA,5,0,5,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.1: Quiz,12,N,06:17.7,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.2: Quiz,13,N,54:30.6,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.3: Create a Living Creature,14,N,52:02.4,Hw,NA,0,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.3: Create a Living Creature - Discussion Board,15,N,54:12.7,Hw,NA,6,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.4: Negative Feedback Loop Flowchart,16,N,NULL,Hw,NA,NA,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,1.5: Quiz,17,N,28:34.1,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,Unit 1 Assessment: Pickle Autopsy Lab,18,N,47:26.3,Hw,NA,30,0,30,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,81,105,105,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,2.1: Types of Membranes,20,N,52:59.6,Hw,NA,9.5,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,2.2 - 2.3: Quiz,21,N,05:49.3,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,2.4 - 2.5 Quiz,22,N,06:25.8,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,2.6: Quiz,23,N,19:47.5,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,Unit 2 Assessment: Test,24,N,03:53.8,Qz,NA,2,0,30,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,3.1: Models of the Integumentary System,25,N,53:43.0,Hw,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,3.2 - 3.3: Quiz,26,N,02:56.7,Qz,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,3.4: Skin Twin - Discussion Board,27,N,14:53.4,Hw,NA,10,0,10,34:07:00
77010,AnPhA-S116-01,F,Learning Preference of the Student,Approved/Enrolled,AnPhA,S116,01,NA,3.6666666666666665,3.5,3.857142857142857,9,496,1,Unit 3 Assessment: UV Exposure Lab,28,N,42:44.8,Hw,NA,17.25,0,30,34:07:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,0.1: Message Your Instructor,9,N,41:58.0,NA,NA,5,0,5,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,0.2: Intro Assignment - Discussion Board,10,N,35:03.0,Hw,NA,5,0,5,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,0.3: Intro Assignment - Submitting Files,11,N,06:54.5,Hw,NA,5,0,5,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.1: Quiz,12,N,39:42.8,Qz,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.2: Quiz,13,N,24:50.1,Qz,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.3: Create a Living Creature,14,N,16:49.2,Hw,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.3: Create a Living Creature - Discussion Board,15,N,35:21.0,Hw,NA,8.5,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.4: Negative Feedback Loop Flowchart,16,N,21:51.5,Hw,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,1.5: Quiz,17,N,12:32.3,Qz,NA,9,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,Unit 1 Assessment: Pickle Autopsy Lab,18,N,43:44.8,Hw,NA,30,0,30,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,102.5,105,105,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,2.1: Types of Membranes,20,N,47:42.3,Hw,NA,9.5,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,2.2 - 2.3: Quiz,21,N,20:59.4,Qz,NA,8,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,2.4 - 2.5 Quiz,22,N,50:59.2,Qz,NA,9,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,2.6: Quiz,23,N,14:07.8,Qz,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,Unit 2 Assessment: Test,24,N,51:35.1,Qz,NA,26,0,30,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,3.1: Models of the Integumentary System,25,N,38:53.1,Hw,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,3.2 - 3.3: Quiz,26,N,01:38.2,Qz,NA,10,0,10,47:45:00
85249,AnPhA-S116-01,F,Course Unavailable at Local School,Approved/Enrolled,AnPhA,S116,01,4,4,4.5,4,9,284,1,3.4: Skin Twin - Discussion Board,27,N,53:50.8,Hw,NA,10,0,10,47:45:00
