ITEST_id,SY ASSISTments Usage,AveKnow,AveCarelessness,AveCorrect.x,NumActions,AveResBored,AveResEngcon,AveResConf,AveResFrust,AveResOfftask,AveResGaming,timeTaken,correct,original,hint,hintCount,hintTotal,scaffold,bottomHint,attemptCount,problemType,frIsHelpRequest,frPast5HelpRequest,frPast8HelpRequest,stlHintUsed,past8BottomOut,totalFrPercentPastWrong,totalFrPastWrongCount,frPast5WrongCount,frPast8WrongCount,totalFrTimeOnSkill,timeSinceSkill,frWorkingInSchool,totalFrAttempted,totalFrSkillOpportunities,responseIsFillIn,responseIsChosen,endsWithScaffolding,endsWithAutoScaffolding,frTimeTakenOnScaffolding,frTotalSkillOpportunitiesScaffolding,totalFrSkillOpportunitiesByScaffolding,frIsHelpRequestScaffolding,timeGreater5Secprev2wrong,sumRight,helpAccessUnder2Sec,timeGreater10SecAndNextActionRight,consecutiveErrorsInRow,sumTime3SDWhen3RowRight,sumTimePerSkill,totalTimeByPercentCorrectForskill,timeOver80,manywrong,confidence(BORED),confidence(CONCENTRATING),confidence(CONFUSED),confidence(FRUSTRATED),confidence(OFF TASK),confidence(GAMING),RES_BORED,RES_CONCENTRATING,RES_CONFUSED,RES_FRUSTRATED,RES_OFFTASK,RES_GAMING,Ln-1,Ln,SchoolId,MCAS,isSTEM
848,2004-2005,0.124884503,0.075872366,0.2875,640,0.200606112,0.678982634,0.04182862,0.137934535,0.121386299,0.433287583,68.99999976,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.181,0.064493312,2,37,0
898,2004-2005,0.196622041,0.133940073,0.316353887,1119,0.229503822,0.660983513,0.093955249,0.121002309,0.275007927,0.254896538,60.99999976,1,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,60.99999976,60.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.273,0.549362455,4,35,0
998,2004-2005,0.149705943,0.091722262,0.341341341,999,0.202972457,0.707411607,0.066425355,0.197725941,0.11956961,0.322250853,6.000000238,0,1,1,1,3,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.000000238,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.181,0.064493312,2,20,0
1046,2004-2005,0.094408972,0.05596417,0.294676806,1052,0.213177705,0.683590946,0.07730193,0.129209312,0.122399938,0.29872967,121.9999995,0,1,1,1,1,0,0,1,other,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121.9999995,0,1,0,0.680981595,0.192131294,0,0,0.578947368,0.008521819,0.505312886,0.262674671,0,0,0.440265231,0.000264198,0.358,0.152423154,2,17,0
1047,2004-2005,0.102428329,0.062205626,0.304347826,506,0.205796719,0.689715557,0.080709969,0.13107273,0.13518206,0.351308882,33.00000024,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.031,0.022011226,4,26,1
1047,2004-2005,0.102428329,0.062205626,0.304347826,506,0.205796719,0.689715557,0.080709969,0.13107273,0.13518206,0.351308882,33.00000024,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.00000024,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.031,0.022011226,4,26,1
1107,2004-2005,0.313214822,0.157877755,0.429657795,1315,0.197952315,0.706526762,0.059644799,0.129002013,0.12094751,0.360242028,27.99999976,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.99999976,27.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.6,0.186970488,0.156026644,0.5664406,0,0.009561398,0.46825197,0.005796569,0.13,0.345323654,2,43,1
1107,2004-2005,0.313214822,0.157877755,0.429657795,1315,0.197952315,0.706526762,0.059644799,0.129002013,0.12094751,0.360242028,27.99999976,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,27.99999976,27.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.6,0.186970488,0.156026644,0.5664406,0,0.009561398,0.46825197,0.005796569,0.13,0.345323654,2,43,1
1238,2004-2005,0.129911256,0.082697249,0.30794702,302,0.253901225,0.647996408,0.133010188,0.069917744,0.196558228,0.146092016,264,0,1,1,1,1,0,0,1,radioquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.348,0.138588022,4,35,1
1238,2004-2005,0.129911256,0.082697249,0.30794702,302,0.253901225,0.647996408,0.133010188,0.069917744,0.196558228,0.146092016,264,0,1,1,1,1,0,0,1,radioquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.348,0.138588022,4,35,1
1305,2004-2005,0.20745862,0.128230382,0.396396396,555,0.244072949,0.657117293,0.104299322,0.110147224,0.2041435,0.082208802,66.99999976,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.185,0.087386956,2,26,0
1348,2004-2005,0.136628524,0.096085219,0.279600571,701,0.193185682,0.69353817,0.068272519,0.140583809,0.109916886,0.486377925,28.00000048,0,1,1,1,1,0,0,1,radioquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28.00000048,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.271,0.077899242,4,26,0
1375,2004-2005,0.319485209,0.184093983,0.39070568,581,0.235329964,0.619101229,0.138739386,0.114089346,0.173987016,0.141711624,258,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,258,258,1,0,0.680981595,0.260488133,0,0.091463415,0.916666667,0.186970488,0.505312886,0.356129567,0,0.009561398,0.88921916,0.005796569,0.358,0.658389892,4,32,0
1417,2004-2005,0.1778283,0.087722184,0.423076923,286,0.290882046,0.620886869,0.106159034,0.121847692,0.281970439,0.044297706,108,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,1,0,0.680981595,0.192131294,0.378151261,0,0.578947368,0.186970488,0.505312886,0.262674671,0.060808049,0,0.440265231,0.005796569,0.074,0.044950644,2,30,0
1572,2004-2005,0.275501887,0.166378481,0.428918591,823,0.212324335,0.685579273,0.057943844,0.114319991,0.150052486,0.225155974,65.99999976,0,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65.99999976,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.13,0.061190409,2,43,1
1599,2004-2005,0.32161356,0.189133371,0.434782609,575,0.246571724,0.625531408,0.160815669,0.151112482,0.168412223,0.059339937,24,0,1,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.358,0.152423154,2,24,0
1607,2004-2005,0.330131328,0.180017828,0.452830189,636,0.257895674,0.654115175,0.128057934,0.119237962,0.185329681,0.030211295,250,1,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,250,250,1,0,0.680981595,0.260488133,0,0.091463415,0.916666667,0.186970488,0.505312886,0.356129567,0,0.009561398,0.88921916,0.005796569,0.181,0.420497363,2,-999,0
1649,2004-2005,0.133362257,0.082462968,0.284077892,873,0.217874162,0.673233801,0.107083473,0.177565961,0.140790548,0.280207589,65,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.13,0.043682914,4,17,0
1660,2004-2005,0.288040501,0.152110345,0.425101215,741,0.211287164,0.661305132,0.072752827,0.115858922,0.141807733,0.220017093,54,0,1,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.116,0.033305768,2,43,0
1667,2004-2005,0.136111216,0.056113681,0.333333333,12,0.382655799,0.457365462,0.121246921,0.125843333,0.647863144,0.015678613,126.0000005,1,0,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,126,0,0,0,0,1,0,0,0,0,126.0000005,126.0000005,1,0,0.680981595,0.242910908,0,0.091463415,0.578947368,0.186970488,0.505312886,0.332098647,0,0.009561398,0.440265231,0.005796569,0.273,0.549362455,2,-999,0
1764,2004-2005,0.096756566,0.062484161,0.280730005,1863,0.19241933,0.70823275,0.080422432,0.117058718,0.110961325,0.42696313,22.99999976,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.99999976,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.185,0.087386956,2,12,0
1849,2004-2005,0.14086847,0.087072998,0.290849673,306,0.258451235,0.595325934,0.100905384,0.154155984,0.213625638,0.151815666,82.00000024,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.00000024,0,1,0,0.597864769,0.192131294,0.378151261,0,0.838709677,0.186970488,0.37642746,0.262674671,0.060808049,0,0.785585472,0.005796569,0.095,0.040370132,4,15,0
1858,2004-2005,0.541741775,0.292487538,0.584437086,604,0.247345636,0.653419723,0.112176983,0.133386603,0.207356502,0.031581679,39.99999976,0,1,0,0,0,0,0,1,noprobtype,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39.99999976,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.253,0.088060356,2,34,1
1922,2004-2005,0.214952256,0.139911596,0.390909091,770,0.235609846,0.676344067,0.109651835,0.099366558,0.156072834,0.081461634,118.9999995,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.9999995,0,1,0,0.680981595,0.192131294,0.378151261,0,0.578947368,0.186970488,0.505312886,0.262674671,0.060808049,0,0.440265231,0.005796569,0.358,0.152423154,2,28,0
1960,2004-2005,0.071759574,0.044296495,0.260750229,1093,0.205425439,0.676696139,0.050227862,0.139754623,0.124006175,0.396133779,54.00000024,0,1,0,0,0,0,0,1,other,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54.00000024,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.116,0.033305768,2,11,0
1961,2004-2005,0.449094258,0.253981032,0.502570694,778,0.231418483,0.669905706,0.086896439,0.090044187,0.169086832,0.078853754,74.99999976,0,1,1,1,1,0,0,1,noprobtype,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.234,0.11937599,2,50,0
1980,2004-2005,0.167598349,0.10722113,0.357027464,619,0.207426122,0.676588079,0.072089713,0.11319437,0.135459062,0.225042153,38,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.271,0.077899242,4,13,0
2019,2004-2005,0.335237936,0.179799496,0.530014641,683,0.231103002,0.660899013,0.098451073,0.1167625,0.17092867,0.13620078,36.99999976,0,1,1,1,4,0,0,1,other,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.99999976,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.116,0.033305768,2,43,1
2071,2004-2005,0.12500611,0.065255076,0.356269113,654,0.244759088,0.657211584,0.069398759,0.117427321,0.164433772,0.156137325,93.00000024,0,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,93.00000024,0,1,0,0.597864769,0.192131294,0.378151261,0,0.838709677,0.186970488,0.37642746,0.262674671,0.060808049,0,0.785585472,0.005796569,0.212,0.065763861,2,32,0
2106,2004-2005,0.110054926,0.063054045,0.363636364,121,0.287514646,0.605511208,0.207109399,0.161529326,0.312331805,0.056564157,133.9999998,1,1,0,0,0,0,0,1,radioquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,133.9999998,133.9999998,1,0,0.680981595,0.260488133,0,0.091463415,0.916666667,0.186970488,0.505312886,0.356129567,0,0.009561398,0.88921916,0.005796569,0.358,0.658389892,4,28,0
2163,2004-2005,0.354945481,0.203288349,0.479642502,1007,0.217399282,0.677499129,0.096979784,0.123944661,0.158423561,0.174989427,46.99999976,1,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,46.99999976,46.99999976,0,0,0.355694228,0.414318461,0,0.091463415,0.833333333,0.186970488,0.156026644,0.5664406,0,0.009561398,0.778438321,0.005796569,0.031,0.131646093,2,46,1
2230,2004-2005,0.247002548,0.152885335,0.340388007,567,0.243273446,0.615577046,0.098788812,0.116672043,0.1821875,0.114997678,275.9999998,0,1,1,1,2,0,0,1,textfieldquestion,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.9999998,0,1,0,0.680981595,0.192131294,0,0,0.916666667,0.008521819,0.505312886,0.262674671,0,0,0.88921916,0.000264198,0.081,0.057396488,4,-999,0
2252,2004-2005,0.19761935,0.114686102,0.383206107,655,0.244458289,0.651709114,0.151945181,0.188853082,0.192715679,0.110680501,3.999999762,0,1,0,0,0,0,0,1,textfieldquestion,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.999999762,0,0,0,0.597864769,0.234293589,0.378151261,0,0.838709677,0.186970488,0.37642746,0.320317373,0.060808049,0,0.785585472,0.005796569,0.185,0.087386956,2,22,0
2263,2004-2005,0.151428892,0.098516592,0.32038835,412,0.263398688,0.642186124,0.144448747,0.124425522,0.197527375,0.072537171,57,0,1,1,1,1,0,0,1,radioquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.271,0.077899242,2,6,0
2271,2004-2005,0.164151766,0.101803927,0.3640625,640,0.227388827,0.64564464,0.109978329,0.163527501,0.156991472,0.203310996,22,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.123,0.05422669,2,17,0
2278,2004-2005,0.328899319,0.147194611,0.520689655,290,0.227866665,0.681130438,0.052113214,0.125210275,0.187489362,0.127460778,24,0,1,1,1,1,0,0,1,textfieldquestion,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0.597864769,0.234293589,0,0,0.838709677,0.008521819,0.37642746,0.320317373,0,0,0.785585472,0.000264198,0.105,0.052851355,2,49,0
