course_ID,student_ID,Gradebook_Item,Item_Position,Gradebook_Type,Gradebook_Date,Grade_Category,Status,Points_Earned,Points_Attempted,Points_Possible,last_access_date
AnPhA-S116-01,60186,8.1 - 8.3: Quiz,54,N,06:12.7,Qz,NA,9,0,10,33:50:00
AnPhA-S116-01,60186,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,11:39.8,Hw,NA,8,0,10,33:50:00
AnPhA-S116-01,60186,8.5: Modeling Leptin and Obesity,56,N,44:25.1,Hw,NA,7.13,0,10,33:50:00
AnPhA-S116-01,60186,Unit 8 Assessment: Test,57,N,42:28.0,Qz,NA,28,0,30,33:50:00
AnPhA-S116-01,60186,Final Exam,58,N,19:11.0,NA,NA,23,0,30,33:50:00
AnPhA-S116-01,60186,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,NA,NA,578.33,0,625,33:50:00
AnPhA-S116-01,66693,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,NA,NA,585.96,0,625,53:53:00
AnPhA-S116-01,66693,WORK ATTEMPTED,7,T,NULL,NA,NA,585.96,625,625,53:53:00
AnPhA-S116-01,66693,0.1: Message Your Instructor,9,N,22:45.9,NA,NA,5,0,5,53:53:00
AnPhA-S116-01,66693,0.2: Intro Assignment - Discussion Board,10,N,02:48.9,Hw,NA,5,0,5,53:53:00
AnPhA-S116-01,66693,0.3: Intro Assignment - Submitting Files,11,N,22:25.8,Hw,NA,5,0,5,53:53:00
AnPhA-S116-01,66693,1.1: Quiz,12,N,28:54.9,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,1.2: Quiz,13,N,34:45.3,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,1.3: Create a Living Creature,14,N,05:19.9,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,1.3: Create a Living Creature - Discussion Board,15,N,07:29.3,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,1.4: Negative Feedback Loop Flowchart,16,N,13:24.5,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,1.5: Quiz,17,N,09:07.2,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 1 Assessment: Pickle Autopsy Lab,18,N,59:30.2,Hw,NA,30,0,30,53:53:00
AnPhA-S116-01,66693,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,105,105,105,53:53:00
AnPhA-S116-01,66693,2.1: Types of Membranes,20,N,46:10.7,Hw,NA,9,0,10,53:53:00
AnPhA-S116-01,66693,2.2 - 2.3: Quiz,21,N,45:53.1,Qz,NA,9,0,10,53:53:00
AnPhA-S116-01,66693,2.4 - 2.5 Quiz,22,N,41:08.1,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,2.6: Quiz,23,N,22:47.7,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 2 Assessment: Test,24,N,41:39.2,Qz,NA,26,0,30,53:53:00
AnPhA-S116-01,66693,3.1: Models of the Integumentary System,25,N,07:44.3,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,3.2 - 3.3: Quiz,26,N,30:05.8,Qz,NA,8,0,10,53:53:00
AnPhA-S116-01,66693,3.4: Skin Twin - Discussion Board,27,N,57:09.9,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 3 Assessment: UV Exposure Lab,28,N,05:58.0,Hw,NA,30,0,30,53:53:00
AnPhA-S116-01,66693,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,NA,NA,227,235,235,53:53:00
AnPhA-S116-01,66693,4.2: Balloon Skull Lab,30,N,13:20.5,Hw,NA,7.63,0,10,53:53:00
AnPhA-S116-01,66693,4.1 - 4.3: Quiz,31,N,54:04.2,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,4.4: Quiz,32,N,27:06.5,Qz,NA,9,0,10,53:53:00
AnPhA-S116-01,66693,4.5: Muscle Movements in our Daily Life,33,N,04:01.6,Hw,NA,9.13,0,10,53:53:00
AnPhA-S116-01,66693,4.6: Soda and Osteoporosis Research Writing,34,N,03:16.7,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 4 Assessment: Test,35,N,14:26.6,Qz,NA,25,0,30,53:53:00
AnPhA-S116-01,66693,5.1: Quiz,36,N,25:05.0,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,5.4: Muscle Tissue Types Chart,37,N,02:33.7,Hw,NA,9.32,0,10,53:53:00
AnPhA-S116-01,66693,5.2 - 5.4: Quiz,38,N,25:15.7,Qz,NA,4,0,10,53:53:00
AnPhA-S116-01,66693,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,NA,NA,321.08,345,345,53:53:00
AnPhA-S116-01,66693,5.5: Naming Skeletal Muscle - Discussion Board,40,N,12:39.3,Hw,NA,9.63,0,10,53:53:00
AnPhA-S116-01,66693,5.6: Quiz,41,N,11:01.2,Qz,NA,8,0,10,53:53:00
AnPhA-S116-01,66693,Unit 5 Assessment: Fitness Class Poster,42,N,31:29.1,Hw,NA,30,0,30,53:53:00
AnPhA-S116-01,66693,6.1: Quiz,43,N,37:51.9,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,6.2: Helmet Law - Discussion Board,44,N,24:50.8,Hw,NA,8.5,0,10,53:53:00
AnPhA-S116-01,66693,6.3 - 6.4: Quiz,45,N,45:03.6,Qz,NA,9,0,10,53:53:00
AnPhA-S116-01,66693,6.5: Diagramming the Nervous System,46,N,28:18.3,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 6 Assessment: Test,47,N,03:09.4,Qz,NA,29,0,30,53:53:00
AnPhA-S116-01,66693,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,NA,NA,435.21,465,465,53:53:00
AnPhA-S116-01,66693,7.1: Quiz,49,N,10:48.8,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,7.2: Virtual Eye Dissection,50,N,56:03.1,Hw,NA,9.25,0,10,53:53:00
AnPhA-S116-01,66693,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,16:51.6,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,7.4: Quiz,52,N,19:56.8,Qz,NA,8,0,10,53:53:00
AnPhA-S116-01,66693,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,46:18.9,Hw,NA,30,0,30,53:53:00
AnPhA-S116-01,66693,8.1 - 8.3: Quiz,54,N,32:47.6,Qz,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,41:48.5,Hw,NA,9.5,0,10,53:53:00
AnPhA-S116-01,66693,8.5: Modeling Leptin and Obesity,56,N,46:01.1,Hw,NA,10,0,10,53:53:00
AnPhA-S116-01,66693,Unit 8 Assessment: Test,57,N,50:55.2,Qz,NA,27,0,30,53:53:00
AnPhA-S116-01,66693,Final Exam,58,N,22:06.6,NA,NA,27,0,30,53:53:00
AnPhA-S116-01,66693,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,NA,NA,585.96,0,625,53:53:00
AnPhA-S116-01,66811,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,NA,NA,570.01,0,625,05:47:00
AnPhA-S116-01,66811,WORK ATTEMPTED,7,T,NULL,NA,NA,570.01,615,615,05:47:00
AnPhA-S116-01,66811,0.1: Message Your Instructor,9,N,23:41.6,NA,NA,5,0,5,05:47:00
AnPhA-S116-01,66811,0.2: Intro Assignment - Discussion Board,10,N,29:08.2,Hw,NA,5,0,5,05:47:00
AnPhA-S116-01,66811,0.3: Intro Assignment - Submitting Files,11,N,36:35.8,Hw,NA,5,0,5,05:47:00
AnPhA-S116-01,66811,1.1: Quiz,12,N,50:05.5,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,1.2: Quiz,13,N,16:07.2,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,1.3: Create a Living Creature,14,N,25:11.4,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,1.3: Create a Living Creature - Discussion Board,15,N,39:18.3,Hw,NA,5.5,0,10,05:47:00
AnPhA-S116-01,66811,1.4: Negative Feedback Loop Flowchart,16,N,06:45.9,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,1.5: Quiz,17,N,45:33.9,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 1 Assessment: Pickle Autopsy Lab,18,N,46:39.6,Hw,NA,30,0,30,05:47:00
AnPhA-S116-01,66811,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,100.5,105,105,05:47:00
AnPhA-S116-01,66811,2.1: Types of Membranes,20,N,49:16.6,Hw,NA,9,0,10,05:47:00
AnPhA-S116-01,66811,2.2 - 2.3: Quiz,21,N,31:16.5,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,2.4 - 2.5 Quiz,22,N,21:51.4,Qz,NA,7,0,10,05:47:00
AnPhA-S116-01,66811,2.6: Quiz,23,N,27:24.3,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 2 Assessment: Test,24,N,23:29.7,Qz,NA,29,0,30,05:47:00
AnPhA-S116-01,66811,3.1: Models of the Integumentary System,25,N,18:55.0,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,3.2 - 3.3: Quiz,26,N,39:54.1,Qz,NA,9,0,10,05:47:00
AnPhA-S116-01,66811,3.4: Skin Twin - Discussion Board,27,N,41:38.2,Hw,NA,9.38,0,10,05:47:00
AnPhA-S116-01,66811,Unit 3 Assessment: UV Exposure Lab,28,N,19:34.1,Hw,NA,27,0,30,05:47:00
AnPhA-S116-01,66811,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,NA,NA,220.88,235,235,05:47:00
AnPhA-S116-01,66811,4.2: Balloon Skull Lab,30,N,51:45.4,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,4.1 - 4.3: Quiz,31,N,39:43.3,Qz,NA,8,0,10,05:47:00
AnPhA-S116-01,66811,4.4: Quiz,32,N,15:23.7,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,4.5: Muscle Movements in our Daily Life,33,N,57:39.0,Hw,NA,6.5,0,10,05:47:00
AnPhA-S116-01,66811,4.6: Soda and Osteoporosis Research Writing,34,N,59:08.3,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 4 Assessment: Test,35,N,35:31.8,Qz,NA,28,0,30,05:47:00
AnPhA-S116-01,66811,5.1: Quiz,36,N,41:10.6,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,5.4: Muscle Tissue Types Chart,37,N,54:33.1,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,5.2 - 5.4: Quiz,38,N,26:33.9,Qz,NA,7,0,10,05:47:00
AnPhA-S116-01,66811,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,NA,NA,320.38,345,345,05:47:00
AnPhA-S116-01,66811,5.5: Naming Skeletal Muscle - Discussion Board,40,N,31:04.6,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,5.6: Quiz,41,N,10:30.6,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 5 Assessment: Fitness Class Poster,42,N,16:37.6,Hw,NA,30,0,30,05:47:00
AnPhA-S116-01,66811,6.1: Quiz,43,N,05:03.7,Qz,NA,7,0,10,05:47:00
AnPhA-S116-01,66811,6.2: Helmet Law - Discussion Board,44,N,NULL,Hw,NA,NULL,0,10,05:47:00
AnPhA-S116-01,66811,6.3 - 6.4: Quiz,45,N,09:55.4,Qz,NA,9,0,10,05:47:00
AnPhA-S116-01,66811,6.5: Diagramming the Nervous System,46,N,57:04.4,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 6 Assessment: Test,47,N,30:09.5,Qz,NA,25,0,30,05:47:00
AnPhA-S116-01,66811,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,NA,NA,421.38,465,465,05:47:00
AnPhA-S116-01,66811,7.1: Quiz,49,N,44:54.3,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,7.2: Virtual Eye Dissection,50,N,41:50.3,Hw,NA,9.25,0,10,05:47:00
AnPhA-S116-01,66811,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,00:36.9,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,7.4: Quiz,52,N,10:34.5,Qz,NA,7,0,10,05:47:00
AnPhA-S116-01,66811,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,46:39.3,Hw,NA,27.38,0,30,05:47:00
AnPhA-S116-01,66811,8.1 - 8.3: Quiz,54,N,38:42.0,Qz,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,38:26.2,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,8.5: Modeling Leptin and Obesity,56,N,46:35.7,Hw,NA,10,0,10,05:47:00
AnPhA-S116-01,66811,Unit 8 Assessment: Test,57,N,20:51.8,Qz,NA,28,0,30,05:47:00
AnPhA-S116-01,66811,Final Exam,58,N,34:40.1,NA,NA,27,0,30,05:47:00
AnPhA-S116-01,66811,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,NA,NA,570.01,0,625,05:47:00
AnPhA-S116-01,66862,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,NA,NA,373.87333,0,625,14:09:00
AnPhA-S116-01,66862,WORK ATTEMPTED,7,T,NULL,NA,NA,373.87333,535,535,14:09:00
AnPhA-S116-01,66862,0.1: Message Your Instructor,9,N,55:26.7,NA,NA,5,0,5,14:09:00
AnPhA-S116-01,66862,0.2: Intro Assignment - Discussion Board,10,N,08:08.4,Hw,NA,5,0,5,14:09:00
AnPhA-S116-01,66862,0.3: Intro Assignment - Submitting Files,11,N,31:43.7,Hw,NA,5,0,5,14:09:00
AnPhA-S116-01,66862,1.1: Quiz,12,N,49:45.0,Qz,NA,10,0,10,14:09:00
AnPhA-S116-01,66862,1.2: Quiz,13,N,45:49.4,Qz,NA,10,0,10,14:09:00
AnPhA-S116-01,66862,1.3: Create a Living Creature,14,N,23:19.0,Hw,NA,6,0,10,14:09:00
AnPhA-S116-01,66862,1.3: Create a Living Creature - Discussion Board,15,N,24:20.4,Hw,NA,4,0,10,14:09:00
AnPhA-S116-01,66862,1.4: Negative Feedback Loop Flowchart,16,N,48:29.0,Hw,NA,8.13,0,10,14:09:00
AnPhA-S116-01,66862,1.5: Quiz,17,N,50:32.4,Qz,NA,8,0,10,14:09:00
AnPhA-S116-01,66862,Unit 1 Assessment: Pickle Autopsy Lab,18,N,NULL,Hw,NA,NULL,0,30,14:09:00
AnPhA-S116-01,66862,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,61.13,105,105,14:09:00
AnPhA-S116-01,66862,2.1: Types of Membranes,20,N,24:09.5,Hw,NA,7.5,0,10,14:09:00
AnPhA-S116-01,66862,2.2 - 2.3: Quiz,21,N,18:23.5,Qz,NA,6,0,10,14:09:00
AnPhA-S116-01,66862,2.4 - 2.5 Quiz,22,N,06:04.8,Qz,NA,7,0,10,14:09:00
AnPhA-S116-01,66862,2.6: Quiz,23,N,23:11.9,Qz,NA,9,0,10,14:09:00
AnPhA-S116-01,66862,Unit 2 Assessment: Test,24,N,33:41.8,Qz,NA,24,0,30,14:09:00
AnPhA-S116-01,66862,3.1: Models of the Integumentary System,25,N,04:15.5,Hw,NA,10,0,10,14:09:00
AnPhA-S116-01,66862,3.2 - 3.3: Quiz,26,N,04:54.6,Qz,NA,5,0,10,14:09:00
AnPhA-S116-01,66862,3.4: Skin Twin - Discussion Board,27,N,48:27.5,Hw,NA,4,0,10,14:09:00
AnPhA-S116-01,66862,Unit 3 Assessment: UV Exposure Lab,28,N,07:44.5,Hw,NA,28.5,0,30,14:09:00
AnPhA-S116-01,66862,PROGRESS CHECK 2 @ 10-28-15,29,P,NULL,NA,NA,162.13,235,235,14:09:00
AnPhA-S116-01,66862,4.2: Balloon Skull Lab,30,N,NULL,Hw,NA,NULL,0,10,14:09:00
AnPhA-S116-01,66862,4.1 - 4.3: Quiz,31,N,41:25.4,Qz,NA,6,0,10,14:09:00
AnPhA-S116-01,66862,4.4: Quiz,32,N,48:40.6,Qz,NA,9,0,10,14:09:00
AnPhA-S116-01,66862,4.5: Muscle Movements in our Daily Life,33,N,NULL,Hw,NA,NULL,0,10,14:09:00
AnPhA-S116-01,66862,4.6: Soda and Osteoporosis Research Writing,34,N,24:53.1,Hw,NA,7.5,0,10,14:09:00
AnPhA-S116-01,66862,Unit 4 Assessment: Test,35,N,20:17.0,Qz,NA,22,0,30,14:09:00
AnPhA-S116-01,66862,5.1: Quiz,36,N,38:26.8,Qz,NA,7,0,10,14:09:00
AnPhA-S116-01,66862,5.4: Muscle Tissue Types Chart,37,N,16:42.7,Hw,NA,8.65,0,10,14:09:00
AnPhA-S116-01,66862,5.2 - 5.4: Quiz,38,N,19:13.0,Qz,NA,5,0,10,14:09:00
AnPhA-S116-01,66862,PROGRESS CHECK 3 @ 11-20-15,39,P,NULL,NA,NA,227.28,345,345,14:09:00
AnPhA-S116-01,66862,5.5: Naming Skeletal Muscle - Discussion Board,40,N,15:00.7,Hw,NA,6,0,10,14:09:00
AnPhA-S116-01,66862,5.6: Quiz,41,N,15:46.0,Qz,NA,7,0,10,14:09:00
AnPhA-S116-01,66862,Unit 5 Assessment: Fitness Class Poster,42,N,47:59.8,Hw,NA,12.38,0,30,14:09:00
AnPhA-S116-01,66862,6.1: Quiz,43,N,02:00.1,Qz,NA,6,0,10,14:09:00
AnPhA-S116-01,66862,6.2: Helmet Law - Discussion Board,44,N,45:51.8,Hw,NA,4.75,0,10,14:09:00
AnPhA-S116-01,66862,6.3 - 6.4: Quiz,45,N,11:22.1,Qz,NA,8,0,10,14:09:00
AnPhA-S116-01,66862,6.5: Diagramming the Nervous System,46,N,27:00.6,Hw,NA,7.75,0,10,14:09:00
AnPhA-S116-01,66862,Unit 6 Assessment: Test,47,N,33:37.9,Qz,NA,15,0,30,14:09:00
AnPhA-S116-01,66862,PROGRESS CHECK 4 @ 12-18-15,48,P,NULL,NA,NA,294.16,465,465,14:09:00
AnPhA-S116-01,66862,7.1: Quiz,49,N,31:58.6,Qz,NA,7,0,10,14:09:00
AnPhA-S116-01,66862,7.2: Virtual Eye Dissection,50,N,42:54.4,Hw,NA,7.75,0,10,14:09:00
AnPhA-S116-01,66862,7.3: Anatomy and Physiology of Hearing Flow Chart,51,N,22:30.7,Hw,NA,9.13,0,10,14:09:00
AnPhA-S116-01,66862,7.4: Quiz,52,N,28:21.9,Qz,NA,3,0,10,14:09:00
AnPhA-S116-01,66862,Unit 7 Assessment: Create Your Own Senses Experiment,53,N,NULL,Hw,NA,NULL,0,30,14:09:00
AnPhA-S116-01,66862,8.1 - 8.3: Quiz,54,N,20:49.0,Qz,NA,8.33333,0,10,14:09:00
AnPhA-S116-01,66862,8.4: Negative Feedback Loops of the Endocrine Pancreas,55,N,40:11.0,Hw,NA,5.5,0,10,14:09:00
AnPhA-S116-01,66862,8.5: Modeling Leptin and Obesity,56,N,NULL,Hw,NA,NULL,0,10,14:09:00
AnPhA-S116-01,66862,Unit 8 Assessment: Test,57,N,30:35.1,Qz,NA,19,0,30,14:09:00
AnPhA-S116-01,66862,Final Exam,58,N,07:44.6,NA,NA,20,0,30,14:09:00
AnPhA-S116-01,66862,POINTS EARNED & TOTAL COURSE POINTS,59,T,NULL,NA,NA,373.87333,0,625,14:09:00
AnPhA-S116-01,67508,POINTS EARNED & TOTAL COURSE POINTS,3,T,NULL,NA,NA,523.84333,0,625,12:54:00
AnPhA-S116-01,67508,WORK ATTEMPTED,7,T,NULL,NA,NA,523.84333,575,575,12:54:00
AnPhA-S116-01,67508,0.1: Message Your Instructor,9,N,13:45.8,NA,NA,5,0,5,12:54:00
AnPhA-S116-01,67508,0.2: Intro Assignment - Discussion Board,10,N,15:23.3,Hw,NA,5,0,5,12:54:00
AnPhA-S116-01,67508,0.3: Intro Assignment - Submitting Files,11,N,57:09.6,Hw,NA,5,0,5,12:54:00
AnPhA-S116-01,67508,1.1: Quiz,12,N,45:48.8,Qz,NA,10,0,10,12:54:00
AnPhA-S116-01,67508,1.2: Quiz,13,N,01:36.3,Qz,NA,9,0,10,12:54:00
AnPhA-S116-01,67508,1.3: Create a Living Creature,14,N,07:09.4,Hw,NA,6,0,10,12:54:00
AnPhA-S116-01,67508,1.3: Create a Living Creature - Discussion Board,15,N,08:09.5,Hw,NA,10,0,10,12:54:00
AnPhA-S116-01,67508,1.4: Negative Feedback Loop Flowchart,16,N,45:43.6,Hw,NA,7.75,0,10,12:54:00
AnPhA-S116-01,67508,1.5: Quiz,17,N,31:51.3,Qz,NA,10,0,10,12:54:00
AnPhA-S116-01,67508,Unit 1 Assessment: Pickle Autopsy Lab,18,N,34:17.4,Hw,NA,29.5,0,30,12:54:00
AnPhA-S116-01,67508,PROGRESS CHECK 1 @ 10-02-15,19,P,NULL,NA,NA,97.25,105,105,12:54:00
AnPhA-S116-01,67508,2.1: Types of Membranes,20,N,31:29.0,Hw,NA,9,0,10,12:54:00
AnPhA-S116-01,67508,2.2 - 2.3: Quiz,21,N,07:01.0,Qz,NA,9,0,10,12:54:00
AnPhA-S116-01,67508,2.4 - 2.5 Quiz,22,N,04:34.8,Qz,NA,9,0,10,12:54:00
AnPhA-S116-01,67508,2.6: Quiz,23,N,30:05.9,Qz,NA,9,0,10,12:54:00
AnPhA-S116-01,67508,Unit 2 Assessment: Test,24,N,13:45.4,Qz,NA,29,0,30,12:54:00
AnPhA-S116-01,67508,3.1: Models of the Integumentary System,25,N,27:21.2,Hw,NA,10,0,10,12:54:00
AnPhA-S116-01,67508,3.2 - 3.3: Quiz,26,N,20:19.1,Qz,NA,10,0,10,12:54:00
AnPhA-S116-01,67508,3.4: Skin Twin - Discussion Board,27,N,40:52.7,Hw,NA,10,0,10,12:54:00
